자마, 56, 163
마마, 97, 162
타라, 96, 196
하차, 97, 162
차사, 45, 159
파하, 84, 148
파타, 54, 150
하바, 99, 195
사가, 44, 183
다라, 51, 168
라타, 83, 174
아바, 48, 197
하차, 77, 161
하가, 43, 166
타다, 57, 164
다라, 66, 183
차차, 92, 153
가카, 51, 157
자카, 54, 158
다사, 84, 155
가마, 88, 179
하바, 70, 168
사타, 53, 178
라아, 40, 170
바파, 72, 157
아사, 81, 188
파마, 46, 180
자가, 96, 165
차파, 59, 169
마타, 51, 141
타파, 79, 188
하사, 91, 154
다하, 89, 176
가카, 89, 192
라자, 54, 180
바아, 76, 152
사마, 57, 156
카사, 68, 190
라다, 43, 147
파차, 52, 146
하자, 43, 152
가자, 94, 179
차가, 75, 186
자바, 94, 156
카바, 59, 149
타바, 46, 173
라마, 62, 181
차카, 63, 197
마바, 58, 164
하차, 75, 187
라사, 86, 175
파다, 70, 141
다마, 92, 162
타다, 91, 175
자아, 85, 182
라나, 52, 198
가마, 69, 142
아타, 92, 149
나카, 90, 183
파나, 75, 187
사하, 46, 195
차하, 54, 186
라타, 44, 141
타차, 48, 150
마나, 52, 157
마타, 78, 154
바타, 64, 152
다차, 77, 191
사파, 64, 165
아카, 43, 142
아마, 79, 197
파사, 70, 140
자자, 75, 160
아자, 85, 195
파차, 93, 144
타차, 88, 187
나바, 90, 188
다파, 42, 176
하자, 84, 156
마차, 99, 156
파나, 82, 180
가카, 68, 145
자가, 70, 177
자가, 90, 157
타차, 64, 176
나자, 47, 182
하마, 59, 152
가다, 93, 197
마라, 75, 197
아차, 54, 166
사나, 89, 181
아바, 61, 149
라파, 58, 172
파나, 55, 168
나라, 40, 184
아바, 90, 152
다다, 84, 168
라자, 69, 175
라아, 57, 145
바타, 69, 150
가라, 89, 167
마가, 41, 180
가파, 87, 199
아다, 41, 146
하바, 97, 157
아파, 81, 169
바마, 71, 174
가나, 53, 189
파자, 48, 188
타라, 45, 189
자마, 85, 158
사바, 45, 177
가타, 67, 187
마라, 41, 188
카바, 62, 155
라나, 93, 176
마하, 62, 143
파파, 62, 148
자나, 85, 184
하카, 50, 184
하바, 95, 176
타다, 85, 174
아다, 53, 145
카차, 70, 172
파파, 65, 188
자가, 41, 171
마사, 51, 185
카차, 72, 191
아파, 76, 172
카바, 98, 170
자타, 61, 149
하자, 62, 154
나다, 49, 157
마마, 65, 187
타차, 87, 163
카타, 94, 141
카카, 75, 196
다가, 65, 168
자가, 64, 161
하라, 79, 145
마라, 40, 155
파나, 52, 196
나가, 95, 158
파카, 68, 177
나카, 53, 196
하다, 71, 174
마사, 68, 188
마바, 55, 196
마바, 70, 155
타마, 60, 183
카아, 78, 167
바타, 77, 163
파다, 76, 183
마차, 78, 186
아다, 98, 144
나파, 75, 192
아가, 41, 152
파가, 76, 169
카타, 41, 167
차마, 60, 195
자마, 79, 170
자나, 51, 170
마사, 77, 140
아마, 40, 141
아아, 76, 152
파타, 99, 195
바마, 45, 183
마가, 79, 192
타카, 86, 176
바가, 45, 179
라타, 42, 157
라라, 66, 174
나다, 50, 154
차아, 93, 171
자파, 52, 146
타타, 94, 161
차타, 71, 160
자카, 80, 176
차카, 56, 170
차파, 91, 190
나가, 81, 169
나카, 89, 145
아카, 86, 163
타가, 72, 161
자다, 70, 156
바아, 46, 145
마가, 72, 152
파라, 47, 173
바가, 56, 152
나나, 70, 168
사타, 65, 174
파하, 43, 170
타하, 91, 159
가타, 67, 147
타자, 50, 155
나파, 41, 143
나차, 66, 183
마카, 87, 164
하다, 78, 161
나라, 70, 161
가나, 70, 155
하다, 61, 166
라나, 57, 150
라아, 67, 196
바가, 76, 193
하가, 45, 174
다바, 76, 185
카라, 87, 189
가나, 49, 176
가나, 92, 189
다마, 51, 180
바바, 42, 141
차타, 69, 165
차나, 52, 173
라바, 42, 182
라타, 85, 183
파카, 57, 199
하파, 59, 167
가다, 71, 169
다파, 65, 160
자가, 86, 143
차바, 74, 159
타가, 68, 168
사마, 60, 185
파차, 87, 167
아바, 76, 156
가파, 81, 175
나바, 83, 195
다파, 79, 171
타타, 50, 177
차차, 61, 167
차사, 86, 183
자다, 94, 166
라마, 73, 151
파가, 65, 196
아하, 85, 189
마파, 99, 157
차나, 42, 161
나파, 67, 163
가마, 95, 160
라바, 47, 161
파바, 60, 192
아바, 76, 156
타가, 76, 156
다자, 45, 188
다카, 46, 142
아아, 50, 167
파바, 84, 197
차카, 81, 181
자파, 67, 191
바차, 45, 148
아하, 85, 148
차가, 76, 146
자마, 75, 185
파나, 68, 182
나나, 82, 165
가사, 87, 170
다나, 53, 152
파카, 65, 179
라가, 76, 159
바타, 99, 143
바하, 43, 172
자사, 97, 150
하바, 97, 199
카카, 78, 144
타자, 42, 167
가마, 53, 172
차나, 57, 198
파바, 91, 169
파하, 67, 163
차자, 96, 170
타바, 65, 141
마타, 70, 140
라사, 56, 196
라카, 59, 155
차사, 52, 153
나사, 45, 196
카타, 90, 173
아카, 97, 146
라카, 60, 167
파아, 83, 161
마아, 97, 168
카자, 52, 186
가라, 78, 142
가가, 65, 146
하자, 65, 199
나아, 93, 191
사바, 58, 140
나마, 40, 176
하자, 97, 171
아다, 52, 195
마카, 41, 197
파카, 74, 154
하아, 84, 146
가사, 86, 158
차자, 71, 180
가파, 55, 144
아가, 52, 156
타라, 53, 190
차나, 79, 175
나바, 99, 164
하마, 50, 153
바라, 94, 146
다차, 44, 171
아마, 58, 162
라아, 87, 195
바차, 60, 177
차바, 43, 181
하파, 59, 153
사타, 70, 159
나하, 53, 193
사사, 67, 158
마사, 52, 164
나하, 41, 170
가하, 94, 154
마파, 47, 189
마마, 85, 175
마사, 58, 170
아나, 47, 183
하카, 82, 161
차다, 76, 151
카카, 63, 147
바타, 96, 163
하아, 96, 154
타타, 50, 174
아차, 43, 174
아아, 42, 149
아바, 63, 162
타바, 49, 188
라자, 61, 180
바마, 67, 162
나다, 63, 142
아차, 64, 165
자카, 79, 167
아카, 99, 192
나가, 87, 149
차자, 61, 151
자파, 83, 158
사가, 87, 178
차자, 78, 182
파자, 92, 156
하가, 69, 173
카라, 86, 176
가파, 97, 199
바하, 63, 194
하하, 91, 179
파마, 87, 145
마나, 46, 152
자다, 54, 142
차사, 46, 174
나아, 66, 172
사하, 94, 157
하자, 73, 167
타마, 89, 157
파바, 44, 194
자카, 85, 165
아마, 62, 169
타다, 94, 165
타아, 44, 168
가차, 62, 182
차타, 44, 188
바차, 73, 155
카사, 68, 163
자사, 70, 148
자마, 81, 177
바타, 51, 173
마아, 98, 153
파아, 55, 142
나나, 81, 195
자카, 71, 170
카타, 47, 150
타사, 45, 163
자마, 83, 171
차차, 43, 154
사자, 64, 194
차다, 60, 167
자나, 54, 158
타아, 83, 183
라아, 51, 165
파타, 67, 142
자하, 78, 169
바카, 81, 196
아나, 94, 141
다타, 55, 146
자파, 76, 157
아아, 67, 188
아자, 80, 181
아하, 99, 192
타마, 56, 188
자나, 48, 168
차마, 62, 172
자파, 51, 168
가자, 94, 158
카라, 56, 169
나차, 78, 175
하바, 77, 165
카사, 75, 181
가라, 51, 145
자하, 84, 166
차하, 83, 148
카가, 68, 171
라차, 91, 172
라타, 77, 161
차자, 73, 149
차사, 63, 168
마사, 51, 156
나타, 66, 198
자사, 76, 167
아바, 59, 159
나마, 95, 142
라하, 96, 197
아아, 52, 142
아자, 48, 165
아사, 99, 161
타라, 45, 195
하다, 60, 166
사차, 76, 140
나자, 86, 150
바라, 81, 158
카자, 64, 192
마라, 45, 190
카차, 71, 199
파파, 51, 191
파아, 53, 164
파나, 73, 180
마카, 98, 152
아파, 91, 178
아하, 46, 155
타차, 98, 167
하아, 73, 181
카나, 73, 193
자바, 95, 195
하하, 87, 179
아다, 82, 188
차나, 79, 198
사가, 65, 153
하가, 49, 158
파아, 41, 140
파카, 77, 155
차아, 41, 172
가가, 68, 175
파타, 83, 158
라나, 76, 143
카마, 96, 191
바나, 70, 176
다타, 90, 190
카사, 57, 143
가하, 72, 162
파가, 68, 178
차마, 58, 172
바아, 49, 195
아카, 49, 168
아하, 46, 169
아나, 99, 145
카파, 56, 154
나가, 76, 188
하가, 86, 157
타마, 86, 171
카다, 63, 190
아마, 45, 170
라카, 53, 190
아바, 83, 150
자하, 95, 151
자가, 40, 175
파타, 72, 162
자파, 87, 189
파차, 87, 158
다사, 97, 144
하마, 58, 179
카바, 88, 183
사사, 50, 171
사자, 51, 155
다카, 68, 141
다차, 80, 152
파다, 62, 171
다다, 99, 198
아라, 47, 170
마타, 83, 180
차나, 45, 174
하사, 80, 166
파가, 52, 166
아타, 88, 154
타카, 87, 182
가하, 58, 182
다자, 81, 143
차가, 42, 151
카카, 95, 142
사타, 77, 196
하차, 84, 155
사타, 58, 159
마나, 56, 158
다카, 53, 169
사바, 44, 140
라사, 73, 147
타라, 71, 167
타아, 44, 173
타하, 76, 191
하가, 74, 175
타가, 96, 193
파바, 95, 195
라파, 97, 176
자아, 77, 168
나자, 70, 156
다사, 89, 182
다라, 70, 155
자사, 94, 179
다하, 71, 187
타자, 75, 159
하바, 98, 162
카마, 45, 152
차파, 50, 160
하하, 98, 173
차나, 94, 167
사하, 60, 142
라가, 44, 169
나카, 69, 140
나하, 51, 190
아차, 56, 184
타아, 48, 159
바라, 48, 173
바라, 72, 193
파가, 46, 170
카나, 58, 177
자바, 72, 187
사차, 49, 162
바나, 54, 179
라나, 69, 170
라나, 53, 166
아카, 81, 140
카카, 40, 143
자타, 42, 175
타카, 95, 181
카다, 70, 144
자파, 68, 197
나다, 43, 175
타파, 79, 180
차카, 53, 157
다가, 84, 189
자가, 42, 169
바바, 68, 153
타자, 59, 173
차다, 86, 195
나사, 84, 151
가파, 51, 172
자자, 54, 149
사차, 42, 172
자나, 41, 191
자타, 43, 152
차가, 45, 147
마파, 50, 147
아바, 96, 179
파마, 82, 159
바하, 43, 190
라라, 99, 177
타파, 88, 179
다하, 74, 158
하라, 49, 196
다마, 93, 178
아하, 41, 140
마사, 80, 152
가카, 41, 160
라가, 77, 168
타차, 49, 169
아나, 65, 172
라다, 81, 182
파나, 51, 169
아가, 71, 145
라파, 69, 179
사아, 58, 189
자다, 55, 178
자바, 48, 164
다나, 59, 173
자마, 41, 179
카다, 66, 159
마나, 49, 156
차타, 86, 177
파타, 72, 152
나라, 98, 146
차가, 46, 174
사다, 44, 153
다가, 74, 169
가사, 72, 166
자사, 70, 173
바하, 76, 175
타다, 53, 149
가가, 67, 148
사마, 59, 145
파아, 51, 197
가아, 71, 160
카바, 94, 174
파카, 66, 186
다나, 48, 182
아차, 45, 165
자타, 94, 151
나아, 52, 147
카라, 49, 152
라하, 92, 166
자바, 87, 191
라마, 47, 155
라타, 41, 160
타타, 46, 180
차자, 52, 151
마바, 52, 168
차나, 91, 163
파카, 71, 168
파마, 53, 162
바마, 66, 179
아나, 42, 171
다아, 49, 148
라마, 91, 145
사나, 66, 195
하카, 84, 151
가마, 68, 140
라하, 90, 143
카아, 87, 147
자라, 61, 184
가바, 97, 199
사가, 47, 161
가다, 48, 184
가아, 60, 174
나마, 83, 171
바자, 92, 195
카아, 83, 170
사파, 60, 189
자하, 43, 192
나자, 94, 143
가다, 54, 155
바타, 69, 189
아가, 72, 166
타자, 95, 167
카자, 55, 152
자바, 74, 141
사가, 70, 161
카가, 79, 197
바하, 78, 180
가아, 82, 152
사차, 43, 161
다타, 40, 144
바마, 55, 167
가라, 91, 187
가라, 76, 199
라자, 92, 142
나마, 69, 188
타자, 54, 168
하사, 43, 184
아바, 49, 180
라카, 73, 192
사자, 46, 162
타아, 45, 173
차타, 93, 150
타다, 75, 163
하타, 45, 158
카하, 89, 179
다아, 80, 166
라하, 74, 147
파마, 90, 167
아파, 55, 142
사파, 49, 193
파나, 64, 156
사다, 87, 194
나사, 61, 182
사가, 77, 177
하차, 84, 155
마자, 54, 152
아자, 90, 178
차자, 70, 163
다차, 58, 178
가자, 63, 144
아카, 44, 184
바나, 74, 192
자카, 84, 181
하카, 43, 179
라파, 83, 170
사파, 73, 170
바파, 48, 198
카가, 49, 172
바차, 48, 198
파파, 81, 165
나라, 68, 165
마라, 89, 191
아파, 51, 188
다아, 45, 145
다다, 99, 195
사아, 69, 176
파라, 54, 189
라바, 54, 181
파가, 73, 180
바타, 61, 160
라마, 77, 191
하마, 59, 148
아파, 68, 162
파사, 42, 151
카바, 50, 155
마다, 50, 182
마라, 41, 193
나사, 81, 185
마하, 84, 177
사나, 69, 195
아카, 41, 162
자파, 82, 167
마마, 68, 191
사바, 63, 146
나마, 81, 199
라자, 72, 192
하다, 93, 175
라나, 57, 148
가자, 71, 163
타가, 82, 161
타차, 59, 147
차바, 76, 169
라사, 40, 165
아파, 80, 152
사카, 54, 168
아나, 99, 142
다차, 68, 189
타자, 51, 175
다라, 95, 197
라사, 91, 168
카마, 53, 181
차다, 69, 180
바사, 44, 143
사카, 68, 145
가라, 59, 194
마카, 46, 157
사나, 71, 187
아파, 83, 153
타차, 92, 164
파카, 72, 147
나사, 58, 171
나마, 99, 174
사파, 72, 160
사파, 86, 185
다가, 68, 170
바바, 57, 186
나라, 77, 148
바자, 89, 176
라차, 73, 183
라자, 86, 161
파자, 89, 144
다하, 54, 151
카자, 53, 165
가라, 97, 195
카나, 51, 161
사마, 81, 189
파카, 93, 198
사라, 64, 181
라바, 75, 197
타자, 75, 195
타카, 54, 147
나다, 97, 159
하카, 78, 146
하파, 68, 198
사나, 84, 151
마아, 94, 163
하라, 87, 156
가사, 66, 162
사나, 55, 141
라사, 81, 167
다마, 51, 172
바자, 91, 153
차하, 63, 147
가카, 92, 174
가아, 88, 169
가마, 47, 173
나자, 58, 184
마타, 70, 178
라자, 67, 193
카카, 50, 183
바타, 98, 195
차자, 70, 181
아다, 56, 194
아마, 96, 170
카자, 49, 162
타마, 95, 184
파파, 83, 177
마나, 73, 163
사가, 59, 162
마카, 80, 151
